Experiment,Subject,ID,Procedure[Block],Trial,Prime[Trial],PrimeCondition,Stimuli1,Target[Trial],TargetDefinition.RESP[Trial],ResponseRT,State,StateRT,TargetResponse.RESP[Trial],TargetResponse.RT[Trial],TargetAccuracy,PrimeIntrusion,PrimeResponse,PrimeResponseRT,PrimeResp_ACC,RTRecognisePrime,RTRecogniseTarget,PrimeDef.RESP,PrimeFirstResp_ACC,PrimeDef.RT
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,50,m i n i m u m,B,42,m e a g e r ,{SPACE},7069,2,11160,{SPACE},716,0,,{SPACE},970,,1143,3683,{SPACE},0,9844
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,33,M c C a r t n e y,B,43,M e r c u r y,{SPACE},2958,2,2061,{SPACE},852,0,,o{SPACE},7100,,7479,979,{SPACE},0,1238
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,66,M e l v i l l e ,B,44,M i l l e r ,{SPACE},2545,2,1416,{SPACE},643,0,,{SPACE},758,,814,528,{SPACE},0,5420
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,57,m a s h ,B,45,m i n c e,di,14780,1,7060,mince{SPACE},6509,0,,o{SPACE},13303,,1946,5250,mash{SPACE},1,10961
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,72,m o n o g a m y ,B,46,m o n o t o n y ,{SPACE},4107,2,1686,{SPACE},2301,0,,{SPACE},1817,,3222,1037,{SPACE},0,23968
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,70,M a d o n n a,B,47,M o n r o e ,fields,14908,1,1764,monroe{SPACE},10950,0,,{SPACE},846,,565,5251,{SPACE},0,3406
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,30,N i l e ,B,48,N a i r o b i,{SPACE},501,1,1825,nile{SPACE},6818,0,,nbile{SPACE},5104,,2614,660,nile{SPACE},1,18446
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,31,n e u t r a l i z e ,B,49,n u l l i f y,{SPACE},631,2,2519,{SPACE},8702,0,,{SPACE},325,,887,615,{SPACE},0,5716
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,36,N a z i s,B,50,N u r e m b e r g,nunber,14704,1,12928,numberg{SPACE},10175,0,,nazis{SPACE},10902,,6757,1190,nasi{SPACE},1,39975
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,40,o p a q u e ,B,51,o b s c u r e,,0,2,2852,{SPACE},810,0,,{SPACE},2550,,3810,1600,{SPACE},0,13104
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,9,o m n i s c i e n t ,B,52,o m n i p o t e n t ,dictato,13662,1,10246,{SPACE},650,0,,genious{SPACE},14484,,1669,9288,genious{SPACE},0,16601
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,15,o b v i o u s,B,53,o s t e n t a t i o u s ,{SPACE},5798,2,3337,{SPACE},1218,0,,{SPACE},805,,581,1243,{SPACE},0,4112
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,56,O s a m a,B,54,O s w a l d ,oswa,12800,1,7160,{SPACE},2515,0,,{SPACE},891,,5804,3715,bwenlounden{SPACE},0,25838
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,19,b i a n n u a l ,U,55,O t t a w a ,{SPACE},2540,2,2363,{SPACE},2052,0,,{SPACE},8104,,2472,729,{SPACE},0,14260
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,5,c a n v a s ,U,56,p a n a c e a,pe,14050,2,14994,{SPACE},3554,0,,{SPACE},2207,,674,5787,{SPACE},0,7910
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,71,c a r a v a n,U,57,p a r a g o n,{SPACE},5024,2,1841,{SPACE},659,0,,caravan{SPACE},10761,,4954,811,carvabn{SPACE},1,38557
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,76,c a m e l,U,58,p o l y g a m y ,,0,1,14380,{SPACE},628,0,,camel{SPACE},8172,,1079,3117,camel{SPACE},1,9569
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,60,C h a r l e s,U,59,p r e c o c i o u s ,{SPACE},6818,2,1735,{SPACE},1718,0,,{SPACE},9856,,3263,2071,charles{SPACE},1,22798
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,54,c o m m e n c e ,U,60,p r o p h e c y ,{SPACE},6212,2,1640,{SPACE},1071,0,,{SPACE},928,,891,2987,{SPACE},0,6195
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,2,g o b b l e ,U,61,S e o u l,soule,14547,1,8011,soeul{SPACE},12504,1,,gobale{SPACE},15728,,9047,675,gobale{SPACE},1,22126
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,26,H o o v e r ,U,62,S h a w ,{SPACE},2951,2,1710,{SPACE},1979,0,,hoover{SPACE},8065,,9288,645,{SPACE},0,442
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,34,H o l l a n d,U,63,S i c i l y ,sci,13529,1,5497,sicilly{SPACE},10244,0,,o{SPACE},3752,,3429,720,{SPACE},0,13050
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,74,h e a v e,U,64,S k y w a l k e r,,0,2,14108,{SPACE},634,0,,{SPACE},712,,7389,4264,{SPACE},0,17859
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,44,H i t l e r ,U,65,s u r r o g a t e,soragate,14911,1,4103,sorgate{SPACE},16733,1,,hitler{SPACE},8673,,2069,2460,hitler{SPACE},1,10128
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,14,i n d i v i d u a l i s m,U,66,T h o r e a u,{SPACE},3580,2,4068,{SPACE},1134,0,,{SPACE},2708,,3442,1973,{SPACE},0,15541
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,29,i n v a l i d a t e ,U,67,t i c,{SPACE},3921,2,1780,{SPACE},317,0,,{SPACE},2147,,4707,888,error{SPACE},0,28655
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,46,B e r l i n ,U,68,t s u n a m i,sunom,12820,1,7404,{SPACE},1696,0,,berlin{SPACE},8145,,3830,5909,berlin{SPACE},1,10606
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,45,s e c r e t i v e,U,69,T u r i n g ,ja,14770,2,8009,{SPACE},1631,0,,{SPACE},884,,6272,2155,{SPACE},0,15648
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,13,u n l i m i t e d,U,70,W a t s o n ,homes,14090,1,4625,holmes{SPACE},9843,0,,{SPACE},1300,,2627,1202,{SPACE},0,2753
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,47,f l a s h y ,U,71,W a y n e,{SPACE},647,2,2430,{SPACE},1049,0,,{SPACE},1962,,9288,5204,{SPACE},0,526
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,3,B o o t h,U,72,Y e l l o w s t o n e,glas,14610,3,23089,ese{SPACE},4701,0,,booth{SPACE},8726,,3236,9288,booth{SPACE},1,15268
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,66,C o n g r e s s ,U,1,a b d i c a t e ,{SPACE},6617,4,2633,abdicate{SPACE},3034,0,,congress{SPACE},4260,,3962,5822,congress{SPACE},1,5527
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,24,C o b a i n ,U,2,a b o r i g i n e,{SPACE},11347,3,3966,{SHIFT}Aborigne{SPACE},8799,0,,{SHIFT}Cobain{SPACE},2446,,5422,8522,{SPACE},0,4174
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,63,c o n v e n i e n t ,U,3,a b s t a i n,{SPACE},7418,1,1579,abstain{SPACE},4081,0,,convenient{SPACE},2870,,5401,9288,{SPACE},0,5333
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,9,d a w n ,U,4,a d v o c a t e ,mitigate{SPACE},11857,1,4559,advocate{SPACE},5045,0,,dawn{SPACE},4091,,5376,4216,{SPACE},0,9605
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,47,d i f f i c u l t,U,5,A l c o t t ,{SHIFT}Alcott{SPACE},7410,1,2693,{CONTROL}{SHIFT}Alcott{SPACE},7319,1,,difficult{SPACE},2677,,6732,4670,{SHIFT}stringent{SPACE},0,14089
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,17,d e p t h,U,6,a n a c h r o n i s m,{SPACE},10709,2,3289,anchorism{SPACE},5718,0,,depth{SPACE},2135,,5829,9288,length{SPACE},0,7095
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,35,i n t e r f e r e,U,7,a n a g r a m,{SPACE},9859,2,1769,anagram{SPACE},3218,0,,interfere{SPACE},2595,,5249,8294,{SPACE},0,8749
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,27,J a c k s o n,U,8,A n d e s,{SPACE},4125,2,1901,{SHIFT}Andes{SPACE},2754,0,,{SHIFT}Jackson{SPACE},5548,,3446,3485,{SHIFT}Jackson{SPACE},1,8612
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,5,l i t i g a t e ,U,9,A u r o r a ,{SPACE},5088,2,5379,{SHIFT}Aurora{SPACE},3519,0,,litigate{SPACE},5182,,7958,6255,{SPACE},0,17716
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,23,l a c o n i c,U,10,B a n g k o k,{SPACE},4646,2,2286,{SHIFT}Bangcok{SPACE},5480,0,,laconic{SPACE},2899,,5498,6320,{SPACE},0,10236
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,68,M e n d e l ,U,11,b a r t e r ,barter{SPACE},5632,1,3626,barter{SPACE},3308,1,,{SHIFT}?UNKNOWN?{SHIFT}{SHIFT}Mendel{SPACE},3156,,8313,3742,{SPACE},0,5286
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,56,m i n i m u m,U,12,B e c k h a m,{SPACE},2936,2,1610,{SHIFT}{SHIFT}Beckham{SPACE},3735,0,,minimum{SPACE},3621,,6882,5455,{SPACE},0,7174
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,55,T o r o n t o,U,13,b i n o m i a l ,{SPACE},5670,2,2705,bi{SPACE},6230,0,,{SHIFT}Toronto{SPACE},2948,,5781,9288,{SPACE},0,9060
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,48,r e m e d y ,U,14,c a r c a s s,corpse{SPACE},8445,1,8493,carcus{SPACE},6617,0,,remedy{SPACE},2566,,5902,9288,{SPACE},0,12281
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,54,i d e a l,U,15,C a r r o l l,{SPACE},5901,4,4747,{SHIFT}Carroll{SPACE},5158,0,,ideal{SPACE},6414,,7350,5336,ideal{SPACE},1,6676
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,65,m a r r i a g e ,U,16,c h a m e l e o n,{SPACE},6684,4,3024,cameleon{SPACE},7322,0,,0{SPACE},4213,,9288,7749,marriage{SPACE},1,11105
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,57,a d v a n c e d ,U,17,C h u r c h i l l,{SHIFT}Churchill{SPACE},6239,1,2247,{SHIFT}Churchill{SPACE},5019,1,,advanced{SPACE},2775,,4702,9288,{SPACE},0,5586
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,69,f o r e c a s t ,U,18,C l e m e n s,{SPACE},11133,2,1763,{SHIFT}Clemons{SPACE},2935,0,,forecast{SPACE},4026,,4772,5805,forecast{SPACE},1,5947
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,38,p a r a l l e l ,R,19,c o n g r u e n t,{SPACE},9016,2,1637,congruent{SPACE},2830,0,,parallel{SPACE},3520,,6276,5893,{SPACE},0,5216
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,37,B r o s n a n,R,20,C o n n e r y,{SPACE},9395,2,1504,{SHIFT}Connery{SPACE},2596,0,,{SHIFT}Brosnan{SPACE},2396,,7356,6196,{SPACE},0,10462
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,62,p r o t o c o l ,R,21,c o v e n a n t ,{SPACE},9292,2,2239,covenant{SPACE},2302,0,,protocol{SPACE},3592,,6318,4411,{SPACE},0,8858
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,53,H o m e r,R,22,D a n t e,{SPACE},3969,2,2330,{SHIFT}Dante{SPACE},2708,0,,{SHIFT}{SHIFT}Homer{SPACE},8730,,9288,7875,{SHIFT}Homer{SPACE},1,5265
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,11,s u r r e n d e r,R,23,d e f a u l t,,0,2,4508,default{SPACE},2579,0,,surrender{SPACE},2691,,3865,3834,{SPACE},0,16113
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,76,c o n s u m e,R,24,d e p l e t e,{SPACE},6935,2,1641,deplete{SPACE},2808,0,,consume{SPACE},1495,,4218,4720,{SPACE},0,9809
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,72,s p l i t,R,25,d i v e r g e,{SPACE},7557,2,1648,diverge{SPACE},1948,0,,split{SPACE},1678,,4676,4359,piece{SPACE},0,8418
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,67,b i z a r r e,R,26,e c c e n t r i c,{SPACE},5544,2,2074,eccentric{SPACE},2601,0,,bizarre{SPACE},2501,,7247,6424,strange{SPACE},0,11971
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,16,p o s s e s s i o n ,R,27,e x o r c i s m ,{SPACE},7514,2,2677,exorcism{SPACE},2830,0,,possession{SPACE},2994,,6438,5275,{SPACE},0,10271
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,52,N e w t o n ,R,28,F a r a d a y,{SPACE},8419,2,2152,{SHIFT}Faraday{SPACE},3516,0,,{SHIFT}Newton{SPACE},1811,,4733,8487,{SPACE},0,5146
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,44,v e g e t a t i o n ,R,29,f o l i a g e,{SPACE},6000,2,1663,{SPACE},113,0,,vegetation{SPACE},2693,,5966,9288,{SPACE},0,11931
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,46,H e p b u r n,R,30,G a r l a n d,{SPACE},14743,4,3871,{SHIFT}Garland{SPACE},2303,0,,{SHIFT}Hepburn{SPACE},3104,,3828,4261,{SPACE},0,12175
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,74,p u p p y,R,31,g o s l i n g,{SPACE},8129,2,1413,gosling{SPACE},1679,0,,0{SPACE},3667,,4711,5365,puppy{SPACE},1,8991
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,21,J e f f e r s o n,R,32,H a n c o c k,{SPACE},9318,2,2198,{SHIFT}Hancock{SPACE},2960,0,,0{SPACE},7814,,3837,3116,{SHIFT}Jefferson{SPACE},1,6935
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,25,B u d a p e s t ,R,33,H e l s i n k i ,{SHIFT}Helsinki{SPACE},7141,1,2066,{SHIFT}Helsinki{SPACE},11444,1,,0{SPACE},6893,,5828,6749,{SHIFT}Budapest{SPACE},1,10566
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,34,d r e d g e ,R,34,h o i s t,{SPACE},8779,2,1858,hoist{SPACE},2544,0,,dredge{SPACE},2505,,5486,5944,{SPACE},0,7896
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,22,S t a l i n ,R,35,H u s s e i n,{SHIFT}Hussein{SPACE},12140,1,3540,{SHIFT}Hussein{SPACE},8739,1,,{SHIFT}Stalin{SPACE},2424,,3685,9288,{SPACE},0,9516
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,32,u n i q u e n e s s ,R,36,i d i o s y n c r a s y ,{SPACE},6524,2,1829,{SPACE},657,0,,uniqueness{SPACE},3812,,5429,9288,{SPACE},0,10163
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,41,i m p l e m e n t,P,37,i n t e r j e c t,,0,4,7397,interject{SPACE},4860,0,,0{SPACE},5158,,7235,5358,implement{SPACE},1,5571
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,3,J a c k m a n,P,38,J a g g e r ,{SPACE},9704,2,4337,{SHIFT}Jagger{SPACE},4655,0,,{SHIFT}{SHIFT}Jackman{SPACE},6575,,4748,7937,{SPACE},0,4040
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,49,l a b e l,P,39,l i b e l,{SPACE},6342,2,2326,libel{SPACE},2247,0,,label{SPACE},1730,,4665,5482,{SPACE},0,9609
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,18,l o c k e t ,P,40,l o q u a c i o u s ,,0,3,6484,{SPACE},391,0,,locket{SPACE},1783,,4167,9288,{SPACE},0,15726
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,45,M a n d a r i n ,P,41,M a n d e l a,{SPACE},10233,4,3168,{SHIFT}Mandela{SPACE},2294,0,,mandarin{SPACE},3185,,3383,6715,{SPACE},0,12007
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,15,m e d i u m ,P,42,m e a g e r ,devoid{SPACE},10379,1,2381,meager{SPACE},2960,0,,medium{SPACE},3974,,5255,6393,midway{SPACE},0,6866
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,19,m u r d e r ,P,43,M e r c u r y,{SPACE},8118,2,2968,{SHIFT}{SHIFT}Mercury{SPACE},5108,0,,0{SPACE},11021,,648,6330,{SPACE},0,11730
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,2,m i l i t a r y ,P,44,M i l l e r ,{SPACE},5165,2,3436,{SHIFT}Miller{SPACE},4262,0,,{SHIFT}military{SPACE},8119,,6904,7414,military{SPACE},1,14227
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,12,m i l k ,P,45,m i n c e,mince{SPACE},7068,1,2364,mince{SPACE},3414,1,,milk{SPACE},9677,,3214,5280,milk{SPACE},1,5342
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,10,m o n o p o l y ,P,46,m o n o t o n y ,,0,2,2988,monotony{SPACE},4448,0,,monopoly{SPACE},11299,,3669,5381,monopoly{SPACE},1,7176
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,40,M o n a r c h,P,47,M o n r o e ,,0,2,2423,{SHIFT}Monroe{SPACE},4035,0,,monarch{SPACE},6648,,5285,5797,monarch{SPACE},1,8906
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,26,n a r r a t e,P,48,N a i r o b i,{SPACE},8835,2,2119,{SHIFT}Narobi{SPACE},3519,0,,narrate{SPACE},11422,,9288,5861,{SHIFT}narrate{SPACE},1,8965
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,13,n u m b n e s s ,P,49,n u l l i f y,devoid{SPACE},11985,1,3405,nullify{SPACE},6516,0,,0{SPACE},11219,,4732,4953,numbness{SPACE},1,8843
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,60,n e u r a l ,P,50,N u r e m b e r g,{SHIFT},14006,4,5442,{SHIFT}Neuremberg{SPACE},7588,0,,neural{SPACE},2632,,4737,7414,{SPACE},0,6091
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,61,o b s t r u c t ,P,51,o b s c u r e,{SPACE},13056,2,2019,obscure{SPACE},3993,0,,obstruct{SPACE},2460,,5707,7301,{SPACE},0,10520
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,33,o m n i v o r e ,P,52,o m n i p o t e n t ,omnipresence{SPACE},12697,1,1878,omnipotent{SPACE},4326,0,,omnivore{SPACE},3319,,4687,6900,{SPACE},0,4415
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,64,o s t e o p o r o s i s ,P,53,o s t e n t a t i o u s ,{SPACE},6702,2,1758,ostentacious{SPACE},7998,0,,osteoporosis{SPACE},4596,,4700,9288,osteopenia{SPACE},1,24173
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,71,o s m o s i s,P,54,O s w a l d ,{SHIFT}Harvey{SPACE},7395,1,1607,{SHIFT}Oswald{SPACE},3684,0,,osmosis{SPACE},3415,,5820,5848,{SPACE},0,4337
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,29,O n t a r i o,B,55,O t t a w a ,{SHIFT}Quebec{SPACE},6790,1,1779,{SHIFT}Ottawa{SPACE},3532,0,,{SHIFT}Ontario{SPACE},2900,,4165,5791,{SPACE},0,11994
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,75,p l a c e b o,B,56,p a n a c e a,miracle{SPACE},11733,1,1963,panacea{SPACE},2250,0,,0{SPACE},2847,,1937,6271,placebo{SPACE},1,7398
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,51,p a r a d i g m ,B,57,p a r a g o n,{SPACE},10717,2,2015,paragon{SPACE},2340,0,,paradigm{SPACE},3724,,7973,7398,{SPACE},0,8870
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,8,p r o m i s c u o u s,B,58,p o l y g a m y ,{SPACE},11019,3,6316,polygamy{SPACE},9133,0,,promiscuous{SPACE},7598,,5755,6245,{SPACE},0,8800
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,7,p r o d i g y,B,59,p r e c o c i o u s ,{SPACE},7992,2,2161,precocious{SPACE},7746,0,,prodigy{SPACE},4240,,4795,5728,{SPACE},0,21969
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,73,p r o g n o s i s,B,60,p r o p h e c y ,{SPACE},5242,2,1561,prophesy{SPACE},4232,0,,0{SPACE},6112,,3730,4703,prognosis{SPACE},1,6356
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,30,S a i g o n ,B,61,S e o u l,{SPACE},6566,2,1801,{SHIFT}Seoul{SPACE},3499,0,,{SHIFT}Saigon{SPACE},2081,,5411,4809,{SPACE},0,16176
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,28,S h e l l e y,B,62,S h a w ,{SPACE},2631,2,1718,{SHIFT}Shaw{SPACE},4179,0,,{SHIFT}Shelley{SPACE},3187,,6743,4999,{SPACE},0,6379
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,6,S w i t z e r l a n d,B,63,S i c i l y ,{SPACE},9284,2,3878,{SHIFT}Sicily{SPACE},4047,0,,{SHIFT}Switzerland{SPACE},4049,,4231,4761,{SPACE},0,10959
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,70,S o l o ,B,64,S k y w a l k e r,{SPACE},1970,2,1660,{SHIFT}Skywalker{SPACE},3061,0,,{SHIFT}Solo{SPACE},1558,,6899,4803,{SPACE},0,2713
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,59,s u b s t i t u t e ,B,65,s u r r o g a t e,surrogate{SPACE},5089,1,3992,surrogate{SPACE},3995,1,,substitute{SPACE},8427,,5956,2894,{SPACE},0,8092
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,36,T o l s t o y,B,66,T h o r e a u,{SPACE},4679,2,1723,{SHIFT}Thoreau{SPACE},9347,0,,{SHIFT}Tolstoy{SPACE},2984,,4404,4718,{SHIFT}?UNKNOWN?{SHIFT}Chekov{SPACE},0,17108
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,42,t w i t c h ,B,67,t i c,{SPACE},11693,2,3319,tic{SPACE},2689,0,,twitch{SPACE},4429,,9288,7826,blanch{SPACE},0,10616
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,14,t y p h o o n,B,68,t s u n a m i,cyclone{SPACE},11045,1,3339,sunami{SPACE},2615,0,,typhoon{SPACE},7300,,5198,4935,cyclone{SPACE},0,8763
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,4,T e s l a,B,69,T u r i n g ,{SPACE},6569,2,2850,{SHIFT}Turing{SPACE},3917,0,,Tesla{SPACE},3857,,9288,9288,{SPACE},0,4002
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,43,W e a s l e y,B,70,W a t s o n ,{SPACE},8443,2,2497,{SHIFT}Watson{SPACE},2021,0,,{SHIFT}Weasley{SPACE},3806,,6857,4768,{SPACE},0,2184
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,31,W a l k e r ,B,71,W a y n e,{SPACE},3194,2,2020,{SHIFT}Wayne{SPACE},2967,0,,{SHIFT}Walker{SPACE},2804,,7315,7447,{SPACE},0,3635
PrimeRetrievalOA,28PrimeRetrievalOA,28,S4,50,Y o s e m i t e ,B,72,Y e l l o w s t o n e,{SPACE},5553,2,1778,{SHIFT}Yellowstone{SPACE},2452,0,,{SHIFT}Yosemite{SPACE},2778,,5274,4851,{SPACE},0,8980
PrimeRetrievalOA,30PrimeRetrievalOA,30,S5,8,d i g e s t ,U,1,a b d i c a t e ,,0,2,2617,abdicate{ENTER}{SPACE},5501,0,,digest{SPACE},4645,,2137,7380,digest{SPACE},1,8442
PrimeRetrievalOA,30PrimeRetrievalOA,30,S5,75,e c s t a t i c ,U,2,a b o r i g i n e,,0,4,2598,aborigine{SPACE},10344,0,,ecstatic{ENTER}{SPACE},21592,,5244,2090,{SPACE},0,19985
PrimeRetrievalOA,30PrimeRetrievalOA,30,S5,24,e x e r c i s e ,U,3,a b s t a i n,abstain{SPACE},11142,1,1869,abstain{SPACE},7111,1,,exercise{SPACE},5006,,3329,4752,exercise{SPACE},1,11875
PrimeRetrievalOA,30PrimeRetrievalOA,30,S5,61,F a h r e n h e i t ,U,4,a d v o c a t e ,,0,2,2030,advocate{SPACE},3655,0,,fahrenheit{SPACE},8286,,6790,3154,centigrade{SPACE},0,35654
PrimeRetrievalOA,30PrimeRetrievalOA,30,S5,70,f o l d i n g,U,5,A l c o t t ,{SPACE},12594,4,1329,alcott{SPACE},3778,0,,folding{SPACE},3646,,3670,3432,{SPACE},0,10939
PrimeRetrievalOA,30PrimeRetrievalOA,30,S5,43,g a r n i s h,U,6,a n a c h r o n i s m,,0,2,2616,anachronism{SPACE},7355,0,,garnish{SPACE},4629,,3685,6280,topping{SPACE},0,14532
PrimeRetrievalOA,30PrimeRetrievalOA,30,S5,3,M c C a r t n e y,U,7,a n a g r a m,anagram,14196,1,4289,anagram{SPACE},7020,1,,mccartney{ENTER}{SPACE},20755,,4356,3735,mccartney{SPACE},1,29436
PrimeRetrievalOA,30PrimeRetrievalOA,30,S5,72,M e l v i l l e ,U,8,A n d e s,andes{SPACE},12015,1,1629,andes{SPACE},3287,1,,melville{SPACE},4483,,3499,2075,{SPACE},0,10522
PrimeRetrievalOA,30PrimeRetrievalOA,30,S5,26,m a s h ,U,9,A u r o r a ,{SPACE},6181,2,1977,aurora{SPACE},4004,0,,mash{SPACE},6069,,2386,5398,mash{SPACE},1,8900
PrimeRetrievalOA,30PrimeRetrievalOA,30,S5,23,m o n o g a m y ,U,10,B a n g k o k,{SPACE},7648,2,1804,bankok{SPACE},11932,0,,momogamy{SPACE},5698,,2741,5856,monogamy{SPACE},1,20047
PrimeRetrievalOA,30PrimeRetrievalOA,30,S5,50,M a d o n n a,U,11,b a r t e r ,barter{SPACE},11719,1,1688,barter{SPACE},6381,1,,madonna{SPACE},3135,,2722,2744,{SPACE},0,5000
PrimeRetrievalOA,30PrimeRetrievalOA,30,S5,27,N i l e ,U,12,B e c k h a m,{SPACE},4566,2,1887,beckham{SPACE},7587,0,,nile{SPACE},2959,,2206,3624,nile{SPACE},1,8488
PrimeRetrievalOA,30PrimeRetrievalOA,30,S5,9,T o k y o,U,13,b i n o m i a l ,,0,2,2205,{SPACE},631,0,,tokyo{SPACE},6672,,3271,9288,tokyo{SPACE},1,10377
PrimeRetrievalOA,30PrimeRetrievalOA,30,S5,17,W i l d e,U,14,c a r c a s s,cadave,14831,1,6300,carcass{SPACE},8568,0,,wilde{SPACE},7269,,4816,7235,{SPACE},0,4516
PrimeRetrievalOA,30PrimeRetrievalOA,30,S5,48,C o r s i c a,U,15,C a r r o l l,{SPACE},14862,4,2815,caroll{SPACE},3791,0,,corsica{SPACE},5064,,4154,3445,gibraltar{SPACE},0,35387
